code_com,code_dept,commune,demandeurs_emploi_homme
62128,62,Biache-Saint-Vaast,99
62129,62,Biefvillers-lès-Bapaume,
62130,62,Bienvillers-au-Bois,7
62131,62,Bihucourt,
62132,62,Billy-Berclau,96
62133,62,Billy-Montigny,324
62134,62,Bimont,
62135,62,Blairville,5
62137,62,Blangerval-Blangermont,
62138,62,Blangy-sur-Ternoise,10
62139,62,Blendecques,151
62140,62,Bléquin,5
62141,62,Blessy,10
62142,62,Blingel,
62143,62,Boffles,0
62144,62,Boiry-Becquerelle,
62145,62,Boiry-Notre-Dame,7
62146,62,Boiry-Saint-Martin,
62147,62,Boiry-Sainte-Rictrude,
62148,62,Bois-Bernard,20
62149,62,Boisdinghem,
62150,62,Boisjean,9
62151,62,Boisleux-au-Mont,12
62152,62,Boisleux-Saint-Marc,
62153,62,Bomy,10
62154,62,Bonnières,18
62155,62,Bonningues-lès-Ardres,11
62156,62,Bonningues-lès-Calais,13
62157,62,Boubers-lès-Hesmond,
62158,62,Boubers-sur-Canche,17
62160,62,Boulogne-sur-Mer,1909
62161,62,Bouquehault,10
62162,62,Bourecq,11
62163,62,Bouret-sur-Canche,
62164,62,Bourlon,30
62165,62,Bournonville,
62166,62,Bours,6
62167,62,Boursin,
62168,62,Bourthes,5
62169,62,Bouvelinghem,
62170,62,Bouvigny-Boyeffles,37
62171,62,Boyaval,
62172,62,Boyelles,6
62173,62,Brebières,96
62174,62,Brêmes,38
62175,62,Brévillers,
62176,62,Bréxent-Énocq,14
62177,62,Brimeux,15
62178,62,Bruay-la-Buissière,845
62179,62,Brunembert,6
62180,62,Brias,
62181,62,Bucquoy,29
62182,62,Buire-au-Bois,
62183,62,Buire-le-Sec,24
62184,62,Buissy,
62185,62,Bullecourt,
62186,62,Bully-les-Mines,423
62187,62,Buneville,6
62188,62,Burbure,66
62189,62,Bus,
62190,62,Busnes,21
62191,62,Caffiers,17
62192,62,Cagnicourt,
62193,62,Calais,3557
62194,62,Calonne-Ricouart,205
62195,62,Calonne-sur-la-Lys,21
62196,62,La Calotterie,11
62197,62,Camblain-Châtelain,45
62198,62,Cambligneul,
62199,62,Camblain-l'Abbé,9
62200,62,Cambrin,21
62201,62,Camiers,66
62202,62,Campagne-lès-Boulonnais,7
62203,62,Campagne-lès-Guines,7
62204,62,Campagne-lès-Hesdin,37
62205,62,Campagne-lès-Wardrecques,10
62206,62,Campigneulles-les-Grandes,6
62207,62,Campigneulles-les-Petites,10
62208,62,Canettemont,
62209,62,Canlers,
62210,62,Canteleux,0
62211,62,Capelle-Fermont,
62212,62,Capelle-lès-Hesdin,10
62213,62,Carency,8
62214,62,Carly,14
62215,62,Carvin,529
62216,62,La Cauchie,
62217,62,Cauchy-à-la-Tour,93
62218,62,Caucourt,5
62219,62,Caumont,5
62220,62,Cavron-Saint-Martin,13
62221,62,Chelers,
62222,62,Chériennes,
62223,62,Chérisy,
62224,62,Chocques,53
62225,62,Clairmarais,5
62226,62,Clarques,5
62227,62,Clenleu,
62228,62,Clerques,8
62229,62,Cléty,7
62230,62,Colembert,8
62231,62,Colline-Beaumont,
62232,62,La Comté,10
62233,62,Conchil-le-Temple,29
62234,62,Conchy-sur-Canche,
62235,62,Condette,42
62236,62,Contes,
62237,62,Conteville-lès-Boulogne,
62238,62,Conteville-en-Ternois,
62239,62,Coquelles,61
62240,62,Corbehem,45
62241,62,Cormont,
62242,62,Couin,
62243,62,Coullemont,
62244,62,Coulogne,144
62245,62,Coulomby,10
62246,62,Coupelle-Neuve,8
62247,62,Coupelle-Vieille,7
62248,62,Courcelles-le-Comte,7
62249,62,Courcelles-lès-Lens,201
62250,62,Courrières,339
62251,62,Courset,7
62252,62,La Couture,41
62253,62,Couturelle,
62254,62,Coyecques,9
62255,62,Crémarest,10
62256,62,Crépy,
62257,62,Créquy,14
62258,62,Croisette,
62259,62,Croisilles,22
62260,62,Croix-en-Ternois,6
62261,62,Cucq,142
62262,62,Cuinchy,22
62263,62,Dainville,71
62264,62,Dannes,32
62265,62,Delettes,17
62266,62,Denier,
62267,62,Dennebrœucq,10
62268,62,Desvres,166
62269,62,Diéval,17
62270,62,Divion,239
62271,62,Dohem,8
62272,62,Douchy-lès-Ayette,
62273,62,Doudeauville,11
62274,62,Dourges,161
62275,62,Douriez,6
62276,62,Douvrin,133
62277,62,Drocourt,82
62278,62,Drouvin-le-Marais,
62279,62,Duisans,19
62280,62,Dury,7
62281,62,Echinghen,7
62282,62,Éclimeux,
62283,62,Écoivres,
62284,62,Écourt-Saint-Quentin,40
62285,62,Écoust-Saint-Mein,
62286,62,Ecquedecques,
62288,62,Ecques,28
62289,62,Écuires,12
62290,62,Écurie,
62291,62,Éleu-dit-Leauwette,98
62292,62,Elnes,21
62293,62,Embry,10
62294,62,Enguinegatte,10
62295,62,Enquin-les-Mines,20
62296,62,Enquin-sur-Baillons,
62297,62,Éperlecques,82
62298,62,Épinoy,8
62299,62,Eps,
62300,62,Équihen-Plage,97
62301,62,Équirre,
62302,62,Ergny,
62303,62,Érin,
62304,62,Erny-Saint-Julien,
62306,62,Ervillers,9
62307,62,Escalles,9
62308,62,Escœuilles,5
62309,62,Esquerdes,25
62310,62,Essars,27
62311,62,Estevelles,45
62312,62,Estrée,
62313,62,Estrée-Blanche,28
62314,62,Estrée-Cauchy,
62315,62,Estréelles,
62316,62,Estrée-Wamin,
62317,62,Étaing,
62318,62,Étaples,362
62319,62,Éterpigny,
62320,62,Étrun,
62321,62,Évin-Malmaison,150
62322,62,Famechon,
62323,62,Fampoux,21
62324,62,Farbus,
62325,62,Fauquembergues,29
62326,62,Favreuil,
62327,62,Febvin-Palfart,16
62328,62,Ferfay,20
62329,62,Ferques,44
62330,62,Festubert,19
62331,62,Feuchy,19
62332,62,Ficheux,5
62333,62,Fiefs,6
62334,62,Fiennes,19
62335,62,Fillièvres,11
62336,62,Fléchin,5
62337,62,Flers,
62338,62,Fleurbaix,33
62339,62,Fleury,
62340,62,Floringhem,21
62341,62,Foncquevillers,6
62342,62,Fontaine-lès-Boulans,
62343,62,Fontaine-lès-Croisilles,
62344,62,Fontaine-lès-Hermans,
62345,62,Fontaine-l'Étalon,
62346,62,Fortel-en-Artois,
62347,62,Fosseux,
62348,62,Foufflin-Ricametz,
62349,62,Fouquereuil,20
62350,62,Fouquières-lès-Béthune,16
62351,62,Fouquières-lès-Lens,214
62352,62,Framecourt,
62353,62,Frémicourt,
62354,62,Frencq,8
62355,62,Fresnes-lès-Montauban,15
62356,62,Fresnicourt-le-Dolmen,14
62357,62,Fresnoy,
62358,62,Fresnoy-en-Gohelle,
62359,62,Fressin,9
62360,62,Fréthun,24
62361,62,Frévent,171
62362,62,Frévillers,
62363,62,Frévin-Capelle,
62364,62,Fruges,71
62365,62,Galametz,
62366,62,Gauchin-Légal,
62367,62,Gauchin-Verloingt,18
62368,62,Gaudiempré,
62369,62,Gavrelle,7
62370,62,Gennes-Ivergny,
62371,62,Givenchy-en-Gohelle,35
62372,62,Givenchy-le-Noble,
62373,62,Givenchy-lès-la-Bassée,13
62374,62,Gomiécourt,
62375,62,Gommecourt,
62376,62,Gonnehem,43
62377,62,Gosnay,26
62378,62,Gouves,
62379,62,Gouy-en-Artois,
62380,62,Gouy-Servins,
62381,62,Gouy-en-Ternois,
62382,62,Gouy-Saint-André,15
62383,62,Gouy-sous-Bellonne,17
62384,62,Graincourt-lès-Havrincourt,14
62385,62,Grand-Rullecourt,5
62386,62,Grenay,294
62387,62,Grévillers,8
62388,62,Grigny,5
62389,62,Grincourt-lès-Pas,
62390,62,Groffliers,25
62391,62,Guarbecque,25
62392,62,Guémappe,
62393,62,Guemps,12
62395,62,Guigny,
62396,62,Guinecourt,0
62397,62,Guînes,223
62398,62,Guisy,5
62399,62,Habarcq,10
62400,62,Haillicourt,154
62401,62,Haisnes,117
62402,62,Halinghen,
62403,62,Hallines,30
62404,62,Halloy,
62405,62,Hamblain-les-Prés,5
62406,62,Hamelincourt,
62407,62,Ham-en-Artois,11
62408,62,Hames-Boucres,37
62409,62,Hannescamps,
62410,62,Haplincourt,
62411,62,Haravesnes,
62412,62,Hardinghen,24
62413,62,Harnes,459
62414,62,Haucourt,
62415,62,Haute-Avesnes,
62416,62,Hautecloque,
62418,62,Hauteville,
62419,62,Haut-Loquin,
62421,62,Havrincourt,10
62422,62,Hébuterne,11
62423,62,Helfaut,33
62424,62,Hendecourt-lès-Cagnicourt,
62425,62,Hendecourt-lès-Ransart,
62426,62,Héninel,
62427,62,Hénin-Beaumont,994
62428,62,Hénin-sur-Cojeul,7
62429,62,Henneveux,
62430,62,Hénu,
62431,62,Herbelles,6
62432,62,Herbinghen,8
62433,62,Héricourt,
62434,62,La Herlière,
62435,62,Herlincourt,
62436,62,Herlin-le-Sec,
62437,62,Herly,
62438,62,Hermaville,12
62439,62,Hermelinghen,5
62440,62,Hermies,23
62441,62,Hermin,
62442,62,Hernicourt,13
62443,62,Hersin-Coupigny,207
62444,62,Hervelinghen,
62445,62,Hesdigneul-lès-Béthune,18
62446,62,Hesdigneul-lès-Boulogne,10
62447,62,Hesdin,97
62448,62,Hesdin-l'Abbé,45
62449,62,Hesmond,
62450,62,Hestrus,
62451,62,Heuchin,13
62452,62,Heuringhem,17
62453,62,Hézecques,
62454,62,Hinges,37
62455,62,Hocquinghen,
62456,62,Houchin,9
62457,62,Houdain,201
62458,62,Houlle,17
62459,62,Houvin-Houvigneul,
62460,62,Hubersent,
62461,62,Huby-Saint-Leu,17
62462,62,Huclier,
62463,62,Hucqueliers,6
62464,62,Hulluch,85
62465,62,Humbercamps,
62466,62,Humbert,
62467,62,Humerœuille,
62468,62,Humières,
62469,62,Inchy-en-Artois,10
62470,62,Incourt,
62471,62,Inghem,8
62472,62,Inxent,
62473,62,Isbergues,216
62474,62,Isques,22
62475,62,Ivergny,
62476,62,Izel-lès-Équerchin,13
62477,62,Izel-lès-Hameau,11
62478,62,Journy,
62479,62,Labeuvrière,29
62480,62,Labourse,65
62481,62,Labroye,
62483,62,Lacres,
62484,62,Lagnicourt-Marcel,
62485,62,Laires,8
62486,62,Lambres,20
62487,62,Landrethun-le-Nord,28
62488,62,Landrethun-lès-Ardres,9
62489,62,Lapugnoy,87
62490,62,Lattre-Saint-Quentin,
62491,62,Laventie,77
62492,62,Lebiez,6
62493,62,Lebucquière,
62494,62,Léchelle,
62495,62,Ledinghem,
62496,62,Lefaux,5
62497,62,Leforest,198
62498,62,Lens,1661
62499,62,Lépine,5
62500,62,Lespesses,
62501,62,Lespinoy,11
62502,62,Lestrem,59
62503,62,Leubringhen,6
62504,62,Leulinghem,
62505,62,Leulinghen-Bernes,
62506,62,Licques,32
62507,62,Liencourt,
62508,62,Lières,6
62509,62,Liettres,6
62510,62,Liévin,1356
62511,62,Lignereuil,
62512,62,Ligny-lès-Aire,8
62513,62,Ligny-sur-Canche,
62514,62,Ligny-Saint-Flochel,
62515,62,Ligny-Thilloy,6
62516,62,Lillers,320
62517,62,Linghem,6
62518,62,Linzeux,5
62519,62,Lisbourg,15
62520,62,Locon,43
62521,62,La Loge,
62522,62,Loison-sur-Créquoise,
62523,62,Loison-sous-Lens,190
62524,62,Longfossé,22
62525,62,Longuenesse,325
62526,62,Longueville,
62527,62,Longvilliers,
62528,62,Loos-en-Gohelle,202
62529,62,Lorgies,15
62530,62,Lottinghen,6
62531,62,Louches,16
62532,62,Lozinghem,28
62533,62,Lugy,
62534,62,Lumbres,94
62535,62,La Madelaine-sous-Montreuil,
62536,62,Magnicourt-en-Comte,10
62537,62,Magnicourt-sur-Canche,
62538,62,Maintenay,
62539,62,Maisnil,
62540,62,Maisnil-lès-Ruitz,38
62541,62,Maisoncelle,
62542,62,Maizières,
62543,62,Mametz,47
62544,62,Manin,
62545,62,Maninghem,
62546,62,Maninghen-Henne,
62547,62,Marant,
62548,62,Marck,218
62549,62,Marconne,18
62550,62,Marconnelle,24
62551,62,Marenla,
62552,62,Maresquel-Ecquemicourt,19
62553,62,Marest,5
62554,62,Maresville,
62555,62,Marles-les-Mines,217
62556,62,Marles-sur-Canche,9
62557,62,Marœuil,50
62558,62,Marquay,
62559,62,Marquion,19
62560,62,Marquise,116
62561,62,Martinpuich,
62562,62,Matringhem,8
62563,62,Mazingarbe,297
62564,62,Mazinghem,5
62565,62,Mencas,
62566,62,Menneville,9
62567,62,Mentque-Nortbécourt,8
62568,62,Mercatel,12
62569,62,Merck-Saint-Liévin,15
62570,62,Méricourt,403
62571,62,Merlimont,85
62572,62,Metz-en-Couture,13
62573,62,Meurchin,99
62574,62,Mingoval,
62576,62,Moncheaux-lès-Frévent,
62577,62,Monchel-sur-Canche,
62578,62,Monchiet,0
62579,62,Monchy-au-Bois,
62580,62,Monchy-Breton,5
62581,62,Monchy-Cayeux,13
62582,62,Monchy-le-Preux,13
62583,62,Mondicourt,12
62584,62,Mont-Bernanchon,19
62585,62,Montcavrel,
62586,62,Montenescourt,9
62587,62,Montigny-en-Gohelle,390
62588,62,Montreuil,60
62589,62,Mont-Saint-Éloi,15
62590,62,Monts-en-Ternois,
62591,62,Morchies,
62592,62,Moringhem,
62593,62,Morval,
62594,62,Mory,10
62595,62,Moulle,22
62596,62,Mouriez,5
62597,62,Moyenneville,
62598,62,Muncq-Nieurlet,17
62599,62,Nabringhen,
62600,62,Nédon,5
62601,62,Nédonchel,
62602,62,Nempont-Saint-Firmin,
62603,62,Nesles,31
62604,62,Neufchâtel-Hardelot,77
62605,62,Neulette,
62606,62,Neuve-Chapelle,9
62607,62,Neuville-au-Cornet,
62608,62,Neuville-Bourjonval,
62609,62,Neuville-Saint-Vaast,14
62610,62,Neuville-sous-Montreuil,23
62611,62,Neuville-Vitasse,6
62612,62,Neuvireuil,
62613,62,Nielles-lès-Bléquin,17
62614,62,Nielles-lès-Ardres,10
62615,62,Nielles-lès-Calais,
62616,62,Nœux-lès-Auxi,5
62617,62,Nœux-les-Mines,386
62618,62,Nordausques,14
62619,62,Noreuil,
62620,62,Norrent-Fontes,29
62621,62,Nortkerque,30
62622,62,Nort-Leulinghem,
62623,62,Nouvelle-Église,14
62624,62,Noyelles-Godault,192
62625,62,Noyelles-lès-Humières,
62626,62,Noyelles-lès-Vermelles,38
62627,62,Noyelles-sous-Bellonne,15
62628,62,Noyelles-sous-Lens,252
62629,62,Noyellette,
62630,62,Noyelle-Vion,
62631,62,Nuncq-Hautecôte,6
62632,62,Oblinghem,
62633,62,Œuf-en-Ternois,
62634,62,Offekerque,32
62635,62,Offin,
62636,62,Offrethun,6
62637,62,Oignies,370
62638,62,Oisy-le-Verger,21
62639,62,Oppy,
62640,62,Orville,9
62641,62,Ostreville,
62642,62,Ourton,9
62643,62,Outreau,434
62644,62,Ouve-Wirquin,10
62645,62,Oye-Plage,118
62646,62,Palluel,17
62647,62,Le Parcq,17
62648,62,Parenty,6
62649,62,Pas-en-Artois,11
62650,62,Pelves,15
62651,62,Penin,
62652,62,Pernes,36
62653,62,Pernes-lès-Boulogne,8
62654,62,Peuplingues,12
62655,62,Pierremont,
62656,62,Pihem,16
62657,62,Pihen-lès-Guînes,12
62658,62,Pittefaux,
62659,62,Planques,
62660,62,Plouvain,10
62661,62,Bouin-Plumoison,9
62662,62,Polincove,13
62663,62,Pommera,
62664,62,Pommier,
62665,62,Le Ponchel,
62666,62,Pont-à-Vendin,108
62667,62,Le Portel,374
62668,62,Prédefin,
62669,62,Pressy,
62670,62,Preures,
62671,62,Pronville,
62672,62,Puisieux,14
62673,62,Quéant,10
62674,62,Quelmes,
62675,62,Quercamps,
62676,62,Quernes,6
62677,62,Le Quesnoy-en-Artois,7
62678,62,Quesques,5
62679,62,Questrecques,
62680,62,Quiéry-la-Motte,11
62681,62,Quiestède,6
62682,62,Quilen,
62683,62,Quœux-Haut-Maînil,11
62684,62,Racquinghem,33
62685,62,Radinghem,
62686,62,Ramecourt,
62688,62,Rang-du-Fliers,99
62689,62,Ransart,
62690,62,Raye-sur-Authie,5
62691,62,Rebecques,
62692,62,Rebergues,0
62693,62,Rebreuve-Ranchicourt,22
62694,62,Rebreuve-sur-Canche,
62695,62,Rebreuviette,6
62696,62,Reclinghem,7
62697,62,Récourt,
62698,62,Recques-sur-Course,
62699,62,Recques-sur-Hem,10
62700,62,Regnauville,
62701,62,Rely,7
62702,62,Remilly-Wirquin,
62703,62,Rémy,6
62704,62,Renty,9
62705,62,Rety,55
62706,62,Richebourg,41
62708,62,Riencourt-lès-Bapaume,
62709,62,Riencourt-lès-Cagnicourt,
62710,62,Rimboval,
62711,62,Rinxent,85
62712,62,Rivière,17
62713,62,Robecq,16
62714,62,Roclincourt,16
62715,62,Rocquigny,
62716,62,Rodelinghem,9
62717,62,Roëllecourt,13
62718,62,Rœux,25
62719,62,Rollancourt,
62720,62,Rombly,0
62721,62,Roquetoire,23
62722,62,Rougefay,
62723,62,Roussent,
62724,62,Rouvroy,370
62725,62,Royon,
62726,62,Ruisseauville,
62727,62,Ruitz,20
62728,62,Rumaucourt,16
62729,62,Rumilly,
62730,62,Ruminghem,29
62731,62,Ruyaulcourt,
62732,62,Sachin,
62733,62,Sailly-au-Bois,
62734,62,Sailly-en-Ostrevent,10
62735,62,Sailly-Labourse,50
62736,62,Sailly-sur-la-Lys,48
62737,62,Sains-en-Gohelle,220
62738,62,Sains-lès-Fressin,
62739,62,Sains-lès-Marquion,
62740,62,Sains-lès-Pernes,
62741,62,Saint-Amand,
62742,62,Saint-Aubin,
62743,62,Sainte-Austreberthe,5
62744,62,Sainte-Catherine,54
62745,62,Saint-Denœux,
62746,62,Saint-Étienne-au-Mont,156
62747,62,Saint-Floris,
62748,62,Saint-Folquin,37
62749,62,Saint-Georges,5
62750,62,Saint-Hilaire-Cottes,21
62751,62,Saint-Inglevert,8
62752,62,Saint-Josse,17
62753,62,Saint-Laurent-Blangy,137
62754,62,Saint-Léger,9
62755,62,Saint-Léonard,64
62756,62,Sainte-Marie-Kerque,38
62757,62,Saint-Martin-au-Laërt,88
62758,62,Saint-Martin-Boulogne,343
62759,62,Saint-Martin-Choquel,7
62760,62,Saint-Martin-d'Hardinghem,7
62761,62,Saint-Martin-sur-Cojeul,
62762,62,Saint-Michel-sous-Bois,
62763,62,Saint-Michel-sur-Ternoise,10
62764,62,Saint-Nicolas,185
62765,62,Saint-Omer,759
62766,62,Saint-Omer-Capelle,19
62767,62,Saint-Pol-sur-Ternoise,174
62768,62,Saint-Rémy-au-Bois,
62769,62,Saint-Tricat,24
62770,62,Saint-Venant,54
62771,62,Sallaumines,423
62772,62,Salperwick,8
62773,62,Samer,90
62774,62,Sangatte,105
62775,62,Sanghen,6
62776,62,Sapignies,
62777,62,Le Sars,
62778,62,Sars-le-Bois,
62779,62,Sarton,
62780,62,Sauchy-Cauchy,8
62781,62,Sauchy-Lestrée,9
62782,62,Saudemont,
62783,62,Saulchoy,7
62784,62,Saulty,20
62785,62,Savy-Berlette,12
62786,62,Selles,
62787,62,Sempy,
62788,62,Seninghem,16
62789,62,Senlecques,
62790,62,Senlis,
62791,62,Séricourt,
62792,62,Serques,16
62793,62,Servins,19
62794,62,Setques,8
62795,62,Sibiville,
62796,62,Simencourt,7
62797,62,Siracourt,
62798,62,Sombrin,5
62799,62,Sorrus,
62800,62,Souastre,9
62801,62,Souchez,50
62802,62,Le Souich,
62803,62,Surques,6
62804,62,Sus-Saint-Léger,8
62805,62,Tangry,
62806,62,Tardinghen,
62807,62,Tatinghem,24
62808,62,Teneur,8
62809,62,Ternas,
62810,62,Thélus,19
62811,62,Thérouanne,14
62812,62,Thiembronne,17
62813,62,La Thieuloye,
62814,62,Thièvres,
62815,62,Tigny-Noyelle,
62816,62,Tilloy-lès-Hermaville,
62817,62,Tilloy-lès-Mofflaines,20
62818,62,Tilly-Capelle,
62819,62,Tilques,14
62820,62,Tincques,17
62821,62,Tingry,6
62822,62,Tollent,
62823,62,Torcy,
62824,62,Tortefontaine,
62825,62,Tortequesne,21
62826,62,Le Touquet-Paris-Plage,92
62827,62,Tournehem-sur-la-Hem,33
62828,62,Tramecourt,
62829,62,Le Transloy,5
62830,62,Trescault,
62831,62,Troisvaux,0
62832,62,Tubersent,5
62833,62,Vacquerie-le-Boucq,
62834,62,Vacqueriette-Erquières,
62835,62,Valhuon,7
62836,62,Vaudricourt,11
62837,62,Vaudringhem,8
62838,62,Vaulx,
62839,62,Vaulx-Vraucourt,16
62840,62,Vélu,
62841,62,Vendin-lès-Béthune,47
62842,62,Vendin-le-Vieil,220
62843,62,Verchin,
62844,62,Verchocq,5
62845,62,Verlincthun,
62846,62,Vermelles,109
62847,62,Verquigneul,27
62848,62,Verquin,84
62849,62,Verton,52
62850,62,Vieil-Hesdin,6
62851,62,Vieille-Chapelle,5
62852,62,Vieille-Église,25
62853,62,Vieil-Moutier,7
62854,62,Villers-au-Bois,6
62855,62,Villers-au-Flos,
62856,62,Villers-Brûlin,6
62857,62,Villers-Châtel,
62858,62,Villers-lès-Cagnicourt,
62859,62,Villers-l'Hôpital,
62860,62,Villers-Sir-Simon,
62861,62,Vimy,69
62862,62,Vincly,
62863,62,Violaines,76
62864,62,Vis-en-Artois,13
62865,62,Vitry-en-Artois,105
62866,62,Waben,9
62867,62,Wacquinghen,6
62868,62,Wail,
62869,62,Wailly,10
62870,62,Wailly-Beaucamp,13
62871,62,Wambercourt,5
62872,62,Wamin,5
62873,62,Wancourt,7
62874,62,Wanquetin,12
62875,62,Wardrecques,15
62876,62,Warlencourt-Eaucourt,
62877,62,Warlincourt-lès-Pas,
62878,62,Warlus,
62879,62,Warluzel,
62880,62,Le Wast,
62881,62,Beauvoir-Wavans,8
62882,62,Wavrans-sur-l'Aa,18
62883,62,Wavrans-sur-Ternoise,
62885,62,Westrehem,
62886,62,Wicquinghem,
62887,62,Widehem,
62888,62,Wierre-au-Bois,
62889,62,Wierre-Effroy,10
62890,62,Willeman,
62891,62,Willencourt,
62892,62,Willerval,5
62893,62,Wimereux,222
62894,62,Wimille,121
62895,62,Wingles,316
62896,62,Wirwignes,8
62897,62,Wismes,7
62898,62,Wisques,
62899,62,Wissant,30
62900,62,Witternesse,5
62901,62,Wittes,21
62902,62,Wizernes,72
62903,62,Zoteux,9
62904,62,Zouafques,10
62905,62,Zudausques,5
62906,62,Zutkerque,41
62907,62,Libercourt,326
62908,62,La Capelle-lès-Boulogne,24
62909,62,Ytres,
80001,80,Abbeville,998
80002,80,Ablaincourt-Pressoir,5
80003,80,Acheux-en-Amiénois,12
80004,80,Acheux-en-Vimeu,6
