code_com,code_dept,commune,demandeurs_emploi_homme
80005,80,Agenville,
80006,80,Agenvillers,
80008,80,Aigneville,22
80009,80,Ailly-le-Haut-Clocher,23
80010,80,Ailly-sur-Noye,48
80011,80,Ailly-sur-Somme,76
80013,80,Airaines,76
80014,80,Aizecourt-le-Bas,
80015,80,Aizecourt-le-Haut,
80016,80,Albert,287
80017,80,Allaines,8
80018,80,Allenay,
80019,80,Allery,14
80020,80,Allonville,17
80021,80,Amiens,5160
80022,80,Andainville,6
80023,80,Andechy,
80024,80,Argœuves,6
80025,80,Argoules,
80026,80,Arguel,
80027,80,Armancourt,
80028,80,Arquèves,
80029,80,Arrest,23
80030,80,Arry,
80031,80,Arvillers,16
80032,80,Assainvillers,
80033,80,Assevillers,
80034,80,Athies,11
80035,80,Aubercourt,
80036,80,Aubigny,8
80037,80,Aubvillers,
80038,80,Auchonvillers,
80039,80,Ault,64
80040,80,Aumâtre,
80041,80,Aumont,
80042,80,Autheux,
80043,80,Authie,9
80044,80,Authieule,
80045,80,Authuille,
80046,80,Avelesges,
80047,80,Aveluy,7
80048,80,Avesnes-Chaussoy,
80049,80,Ayencourt,
80050,80,Bacouel-sur-Selle,
80051,80,Bailleul,
80052,80,Baizieux,
80053,80,Balâtre,
80054,80,Barleux,10
80055,80,Barly,
80056,80,Bavelincourt,
80057,80,Bayencourt,
80058,80,Bayonvillers,
80059,80,Bazentin,
80060,80,Béalcourt,
80061,80,Beaucamps-le-Jeune,
80062,80,Beaucamps-le-Vieux,34
80063,80,Beauchamps,28
80064,80,Beaucourt-en-Santerre,
80065,80,Beaucourt-sur-l'Ancre,
80066,80,Beaucourt-sur-l'Hallue,
80067,80,Beaufort-en-Santerre,
80068,80,Beaumetz,
80069,80,Beaumont-Hamel,8
80070,80,Beauquesne,27
80071,80,Beauval,58
80073,80,Bécordel-Bécourt,
80074,80,Becquigny,
80076,80,Béhen,
80077,80,Béhencourt,10
80078,80,Bellancourt,7
80079,80,Belleuse,
80080,80,Belloy-en-Santerre,
80081,80,Belloy-Saint-Léonard,
80082,80,Belloy-sur-Somme,14
80083,80,Bergicourt,
80084,80,Bermesnil,
80085,80,Bernâtre,
80086,80,Bernaville,23
80087,80,Bernay-en-Ponthieu,
80088,80,Bernes,7
80089,80,Berneuil,
80090,80,Berny-en-Santerre,
80092,80,Bertangles,14
80093,80,Berteaucourt-les-Dames,30
80094,80,Berteaucourt-lès-Thennes,6
80095,80,Bertrancourt,7
80096,80,Béthencourt-sur-Mer,31
80097,80,Béthencourt-sur-Somme,
80098,80,Bettembos,
80099,80,Bettencourt-Rivière,
80100,80,Bettencourt-Saint-Ouen,13
80101,80,Beuvraignes,14
80102,80,Biaches,6
80103,80,Biarre,
80104,80,Biencourt,
80105,80,Billancourt,0
80106,80,Blangy-sous-Poix,6
80107,80,Blangy-Tronville,8
80108,80,Boisbergues,
80109,80,Le Boisle,12
80110,80,Boismont,10
80112,80,Bonnay,8
80113,80,Bonneville,7
80114,80,Bosquel,
80115,80,Bouchavesnes-Bergen,10
80116,80,Bouchoir,8
80117,80,Bouchon,
80118,80,Boufflers,
80119,80,Bougainville,5
80120,80,Bouillancourt-en-Séry,11
80121,80,Bouillancourt-la-Bataille,
80122,80,Bouquemaison,12
80123,80,Bourdon,7
80124,80,Bourseville,22
80125,80,Boussicourt,0
80126,80,Bouttencourt,15
80127,80,Bouvaincourt-sur-Bresle,10
80128,80,Bouvincourt-en-Vermandois,
80129,80,Bouzincourt,10
80130,80,Bovelles,
80131,80,Boves,64
80132,80,Braches,
80133,80,Brailly-Cornehotte,8
80134,80,Brassy,
80135,80,Bray-lès-Mareuil,
80136,80,Bray-sur-Somme,43
80137,80,Breilly,7
80138,80,Bresle,
80139,80,Breuil,
80140,80,Brévillers,
80141,80,Brie,8
80142,80,Briquemesnil-Floxicourt,
80143,80,Brocourt,
80144,80,Brouchy,11
80145,80,Brucamps,
80146,80,Brutelles,
80147,80,Buigny-l'Abbé,
80148,80,Buigny-lès-Gamaches,16
80149,80,Buigny-Saint-Maclou,9
80150,80,Buire-Courcelles,11
80151,80,Buire-sur-l'Ancre,
80152,80,Bus-la-Mésière,
80153,80,Bus-lès-Artois,
80154,80,Bussu,6
80155,80,Bussus-Bussuel,
80156,80,Bussy-lès-Daours,
80157,80,Bussy-lès-Poix,
80158,80,Buverchy,
80159,80,Cachy,
80160,80,Cagny,21
80161,80,Cahon,
80162,80,Caix,15
80163,80,Cambron,17
80164,80,Camon,125
80165,80,Camps-en-Amiénois,
80166,80,Canaples,17
80167,80,Canchy,7
80168,80,Candas,15
80169,80,Cannessières,
80170,80,Cantigny,
80171,80,Caours,8
80172,80,Cappy,14
80173,80,Cardonnette,
80174,80,Le Cardonnois,
80175,80,Carnoy,
80176,80,Carrépuis,
80177,80,Cartigny,20
80179,80,Caulières,
80180,80,Cavillon,
80181,80,Cayeux-en-Santerre,
80182,80,Cayeux-sur-Mer,85
80183,80,Cerisy-Buleux,
80184,80,Cerisy,15
80185,80,Champien,7
80186,80,Chaulnes,65
80187,80,La Chaussée-Tirancourt,6
80188,80,Chaussoy-Epagny,17
80189,80,La Chavatte,
80190,80,Chépy,29
80191,80,Chilly,
80192,80,Chipilly,
80193,80,Chirmont,
80194,80,Chuignes,
80195,80,Chuignolles,
80196,80,Citerne,
80197,80,Cizancourt,
80198,80,Clairy-Saulchoix,
80199,80,Cléry-sur-Somme,10
80200,80,Cocquerel,9
80201,80,Coigneux,
80202,80,Coisy,
80203,80,Colincamps,0
80204,80,Combles,16
80205,80,Condé-Folie,25
80206,80,Contalmaison,
80207,80,Contay,8
80208,80,Conteville,
80209,80,Contoire,7
80210,80,Contre,
80211,80,Conty,42
80212,80,Corbie,164
80213,80,Cottenchy,7
80214,80,Coullemelle,6
80215,80,Coulonvillers,
80216,80,Courcelette,0
80217,80,Courcelles-au-Bois,
80218,80,Courcelles-sous-Moyencourt,
80219,80,Courcelles-sous-Thoix,
80220,80,Courtemanche,
80221,80,Cramont,6
80222,80,Crécy-en-Ponthieu,43
80223,80,Crémery,
80224,80,Cressy-Omencourt,
80225,80,Creuse,
80226,80,Croix-Moligneaux,
80227,80,Croixrault,8
80228,80,Le Crotoy,60
80229,80,Crouy-Saint-Pierre,
80230,80,Curchy,7
80231,80,Curlu,
80232,80,Damery,6
80233,80,Dancourt-Popincourt,
80234,80,Daours,12
80235,80,Dargnies,42
80236,80,Davenescourt,9
80237,80,Démuin,10
80238,80,Dernancourt,7
80239,80,Devise,
80240,80,Doingt,40
80241,80,Domart-en-Ponthieu,27
80242,80,Domart-sur-la-Luce,6
80243,80,Domesmont,
80244,80,Dominois,
80245,80,Domléger-Longvillers,10
80246,80,Dommartin,
80247,80,Dompierre-Becquincourt,8
80248,80,Dompierre-sur-Authie,9
80249,80,Domqueur,
80250,80,Domvast,7
80251,80,Doudelainville,
80252,80,Douilly,7
80253,80,Doullens,275
80256,80,Dreuil-lès-Amiens,26
80258,80,Driencourt,
80259,80,Dromesnil,
80260,80,Drucat,16
80261,80,Dury,14
80262,80,Eaucourt-sur-Somme,8
80263,80,L'Échelle-Saint-Aurin,
80264,80,Éclusier-Vaux,9
80265,80,Embreville,23
80266,80,Englebelmer,
80267,80,Ennemain,
80268,80,Épagne-Épagnette,5
80269,80,Épaumesnil,
80270,80,Épécamps,
80271,80,Épehy,33
80272,80,Épénancourt,
80273,80,Éplessier,
80274,80,Eppeville,49
80275,80,Équancourt,6
80276,80,Équennes-Éramecourt,
80278,80,Erches,
80279,80,Ercheu,12
80280,80,Ercourt,
80281,80,Ergnies,
80282,80,Érondelle,9
80283,80,Esclainvillers,
80284,80,Esmery-Hallon,21
80285,80,Essertaux,
80287,80,Estrébœuf,
80288,80,Estrées-Deniécourt,9
80290,80,Estrées-lès-Crécy,7
80291,80,Estrées-sur-Noye,5
80292,80,Étalon,
80293,80,Ételfay,8
80294,80,Éterpigny,
80295,80,Étinehem,6
80296,80,L'Étoile,51
80297,80,Étréjust,
80298,80,Étricourt-Manancourt,12
80299,80,La Faloise,
80300,80,Falvy,
80301,80,Famechon,
80302,80,Faverolles,
80303,80,Favières,9
80304,80,Fay,6
80305,80,Ferrières,10
80306,80,Fescamps,
80307,80,Feuillères,
80308,80,Feuquières-en-Vimeu,67
80310,80,Fienvillers,10
80311,80,Fignières,
80312,80,Fins,6
80313,80,Flaucourt,5
80314,80,Flers,
80315,80,Flers-sur-Noye,5
80316,80,Flesselles,42
80317,80,Fleury,
80318,80,Flixecourt,85
80319,80,Fluy,
80320,80,Folies,
80321,80,Folleville,0
80322,80,Fonches-Fonchette,
80324,80,Fontaine-le-Sec,
80325,80,Fontaine-lès-Cappy,
80326,80,Fontaine-sous-Montdidier,
80327,80,Fontaine-sur-Maye,
80328,80,Fontaine-sur-Somme,14
80329,80,Forceville,
80330,80,Forceville-en-Vimeu,
80331,80,Forest-l'Abbaye,5
80332,80,Forest-Montiers,12
80333,80,Fort-Mahon-Plage,39
80334,80,Fossemanant,
80335,80,Foucaucourt-en-Santerre,
80336,80,Foucaucourt-Hors-Nesle,
80337,80,Fouencamps,
80338,80,Fouilloy,43
80339,80,Fouquescourt,
80340,80,Fourcigny,
80341,80,Fourdrinoy,5
80342,80,Framerville-Rainecourt,5
80343,80,Framicourt,
80344,80,Francières,
80345,80,Franleu,8
80346,80,Franqueville,
80347,80,Fransart,
80348,80,Fransu,
80349,80,Fransures,
80350,80,Franvillers,6
80351,80,Fréchencourt,
80352,80,Frémontiers,
80353,80,Fresnes-Mazancourt,
80354,80,Fresnes-Tilloloy,
80355,80,Fresneville,
80356,80,Fresnoy-Andainville,
80357,80,Fresnoy-au-Val,
80358,80,Fresnoy-en-Chaussée,
80359,80,Fresnoy-lès-Roye,5
80360,80,Fressenneville,59
80361,80,Frettecuisse,
80362,80,Frettemeule,
80364,80,Friaucourt,9
80365,80,Fricamps,
80366,80,Fricourt,8
80367,80,Frise,
80368,80,Friville-Escarbotin,156
80369,80,Frohen-sur-Authie,
80371,80,Froyelles,
80372,80,Frucourt,
80373,80,Gamaches,104
80374,80,Gapennes,
80375,80,Gauville,
80376,80,Gentelles,9
80377,80,Gézaincourt,8
80378,80,Ginchy,
80379,80,Glisy,10
80380,80,Gorenflos,
80381,80,Gorges,
80383,80,Goyencourt,
80384,80,Grandcourt,
80385,80,Grand-Laviers,
80386,80,Gratibus,
80387,80,Grattepanche,
80388,80,Grébault-Mesnil,
80389,80,Grécourt,0
80390,80,Grivesnes,
80391,80,Grivillers,
80392,80,Grouches-Luchuel,8
80393,80,Gruny,7
80395,80,Guerbigny,5
80396,80,Gueschart,
80397,80,Gueudecourt,
80399,80,Guignemicourt,
80400,80,Guillaucourt,14
80401,80,Guillemont,
80402,80,Guizancourt,0
80403,80,Guyencourt-sur-Noye,
80404,80,Guyencourt-Saulcourt,
80405,80,Hailles,
80406,80,Hallencourt,36
80407,80,Hallivillers,
80408,80,Halloy-lès-Pernois,6
80409,80,Hallu,
80410,80,Ham,168
80411,80,Le Hamel,16
80412,80,Hamelet,8
80413,80,Hancourt,
80414,80,Hangard,
80415,80,Hangest-en-Santerre,24
80416,80,Hangest-sur-Somme,14
80417,80,Harbonnières,50
80418,80,Hardecourt-aux-Bois,
80419,80,Hargicourt,9
80420,80,Harponville,
80421,80,Hattencourt,
80422,80,Hautvillers-Ouville,
80423,80,Havernas,
80424,80,Hébécourt,
80425,80,Hédauville,
80426,80,Heilly,6
80427,80,Hem-Hardinval,
80428,80,Hem-Monacu,
80429,80,Hénencourt,
80430,80,Herbécourt,
80431,80,Hérissart,5
80432,80,Herleville,
80433,80,Herly,
80434,80,Hervilly,10
80435,80,Hesbécourt,
80436,80,Hescamps,6
80437,80,Heucourt-Croquoison,
80438,80,Heudicourt,14
80439,80,Heuzecourt,
80440,80,Hiermont,
80442,80,Hombleux,33
80443,80,Hornoy-le-Bourg,19
80444,80,Huchenneville,17
80445,80,Humbercourt,
80446,80,Huppy,12
80447,80,Hyencourt-le-Grand,
80449,80,Ignaucourt,
80450,80,Inval-Boiron,
80451,80,Irles,
80452,80,Jumel,11
80453,80,Laboissière-en-Santerre,
80455,80,Lachapelle,
80456,80,Lafresguimont-Saint-Martin,7
80458,80,Lahoussoye,5
80459,80,Laleu,
80460,80,Lamaronde,
80461,80,Lamotte-Brebière,
80462,80,Lamotte-Buleux,
80463,80,Lamotte-Warfusée,10
80464,80,Lanchères,28
80465,80,Languevoisin-Quiquery,
80466,80,Lanches-Saint-Hilaire,
80467,80,Laucourt,
80468,80,Laviéville,7
80469,80,Lawarde-Mauger-l'Hortoy,
80470,80,Léalvillers,
80472,80,Lesbœufs,
80473,80,Liancourt-Fosse,
80474,80,Licourt,9
80475,80,Liéramont,
80476,80,Liercourt,7
80477,80,Ligescourt,
80478,80,Lignières,
80479,80,Lignières-Châtelain,
80480,80,Lignières-en-Vimeu,
80481,80,Lihons,10
80482,80,Limeux,
80484,80,Liomer,12
80485,80,Lœuilly,11
80486,80,Long,24
80487,80,Longavesnes,
80488,80,Longpré-les-Corps-Saints,61
80489,80,Longueau,124
80490,80,Longueval,
80491,80,Longuevillette,
80493,80,Louvencourt,
80494,80,Louvrechy,
80495,80,Lucheux,25
80496,80,Machiel,
80497,80,Machy,
80498,80,Mailly-Maillet,22
80499,80,Mailly-Raineval,
80500,80,Maisnières,10
80501,80,Maison-Ponthieu,10
80502,80,Maison-Roland,
80503,80,Maizicourt,
80504,80,Malpart,
80505,80,Mametz,
80507,80,Marcelcave,16
80508,80,Marché-Allouarde,
80509,80,Marchélepot,12
80511,80,Marestmontiers,
80512,80,Mareuil-Caubert,17
80513,80,Maricourt,
80514,80,Marieux,
80515,80,Marlers,
80516,80,Marquaix,9
80517,80,Marquivillers,
80518,80,Martainneville,14
80519,80,Matigny,11
80520,80,Maucourt,
80521,80,Maurepas,
80522,80,Le Mazis,
80523,80,Méaulte,17
80524,80,Méharicourt,18
80525,80,Meigneux,
80526,80,Le Meillard,
80527,80,Méneslies,5
80528,80,Méréaucourt,
80529,80,Mérélessart,
80530,80,Méricourt-l'Abbé,11
80531,80,Méricourt-en-Vimeu,
80532,80,Méricourt-sur-Somme,
80533,80,Mers-les-Bains,99
80535,80,Le Mesge,
80536,80,Mesnil-Bruntel,7
80537,80,Mesnil-Domqueur,
80538,80,Mesnil-en-Arrouaise,
80540,80,Mesnil-Martinsart,
80541,80,Mesnil-Saint-Georges,
80542,80,Mesnil-Saint-Nicaise,14
80543,80,Métigny,
80544,80,Mézerolles,6
80545,80,Mézières-en-Santerre,10
80546,80,Miannay,
80547,80,Millencourt,
80548,80,Millencourt-en-Ponthieu,
80549,80,Miraumont,12
80550,80,Mirvaux,
80551,80,Misery,
80552,80,Moislains,31
80553,80,Molliens-au-Bois,5
80554,80,Molliens-Dreuil,10
80555,80,Monchy-Lagache,21
80556,80,Mons-Boubert,11
80557,80,Estrées-Mons,20
80558,80,Monsures,
80559,80,Montagne-Fayel,
80560,80,Montauban-de-Picardie,
80561,80,Montdidier,193
80562,80,Montigny-sur-l'Hallue,
80563,80,Montigny-les-Jongleurs,
80565,80,Montonvillers,
80566,80,Fieffes-Montrelet,8
80568,80,Morchain,8
80569,80,Morcourt,8
80570,80,Moreuil,101
80571,80,Morisel,10
80572,80,Morlancourt,
80573,80,Morvillers-Saint-Saturnin,8
80574,80,Mouflers,
80575,80,Mouflières,
80576,80,Moyencourt,6
80577,80,Moyencourt-lès-Poix,
80578,80,Moyenneville,15
80579,80,Muille-Villette,12
80580,80,Nampont,
80582,80,Namps-Maisnil,13
80583,80,Nampty,
80584,80,Naours,18
80585,80,Nesle,55
80586,80,Nesle-l'Hôpital,5
80587,80,Neslette,
80588,80,Neufmoulin,
80589,80,Neuilly-le-Dien,
80590,80,Neuilly-l'Hôpital,9
80591,80,Neuville-au-Bois,
80592,80,Neuville-Coppegueule,11
80593,80,La Neuville-lès-Bray,
80594,80,Neuville-lès-Lœuilly,
80595,80,La Neuville-Sire-Bernard,
80596,80,Neuvillette,
80597,80,Nibas,8
80598,80,Nouvion,29
80599,80,Noyelles-en-Chaussée,6
80600,80,Noyelles-sur-Mer,25
80601,80,Nurlu,13
80602,80,Occoches,
80603,80,Ochancourt,5
80604,80,Offignies,
80605,80,Offoy,
80606,80,Oisemont,22
80607,80,Oissy,
80608,80,Omiécourt,
80609,80,Oneux,11
80611,80,Oresmaux,18
80613,80,Oust-Marest,16
80614,80,Outrebois,
80615,80,Ovillers-la-Boisselle,5
80616,80,Pargny,
80617,80,Parvillers-le-Quesnoy,
80618,80,Pendé,24
80619,80,Pernois,21
80620,80,Péronne,279
80621,80,Pertain,
80622,80,Picquigny,29
80623,80,Piennes-Onvillers,
80624,80,Pierregot,
80625,80,Pierrepont-sur-Avre,13
80626,80,Pissy,
80627,80,Plachy-Buyon,12
80628,80,Le Plessier-Rozainvillers,13
80629,80,Pœuilly,
80630,80,Poix-de-Picardie,50
80631,80,Ponches-Estruval,
80632,80,Pont-de-Metz,38
80633,80,Ponthoile,12
80634,80,Pont-Noyelles,7
80635,80,Pont-Remy,50
80637,80,Port-le-Grand,6
80638,80,Potte,
80639,80,Poulainville,22
80640,80,Pozières,
80642,80,Prouville,
80643,80,Prouzel,
80644,80,Proyart,15
80645,80,Puchevillers,13
80646,80,Punchy,
80647,80,Puzeaux,7
80648,80,Pys,
80649,80,Quend,45
80650,80,Querrieu,5
80651,80,Le Quesne,
80652,80,Le Quesnel,20
80654,80,Quesnoy-le-Montant,9
80655,80,Quesnoy-sur-Airaines,7
80656,80,Quevauvillers,26
80657,80,Quiry-le-Sec,
80658,80,Quivières,6
80659,80,Raincheval,
80661,80,Rainneville,10
80662,80,Ramburelles,
80663,80,Rambures,10
80664,80,Rancourt,
80665,80,Regnière-Écluse,
80666,80,Remaisnil,
80667,80,Remaugies,
80668,80,Remiencourt,
80669,80,Rethonvillers,6
80670,80,Revelles,8
80671,80,Ribeaucourt,
80672,80,Ribemont-sur-Ancre,14
80673,80,Riencourt,
80674,80,Rivery,69
80675,80,Rogy,
80676,80,Roiglise,7
80677,80,Roisel,55
80678,80,Rollot,14
80679,80,Ronssoy,12
80680,80,Rosières-en-Santerre,66
80681,80,Rouvrel,
80682,80,Rouvroy-en-Santerre,
80683,80,Rouy-le-Grand,
80684,80,Rouy-le-Petit,
80685,80,Roye,185
80686,80,Rubempré,14
80687,80,Rubescourt,
80688,80,Rue,84
80690,80,Rumigny,
80691,80,Saigneville,5
80692,80,Sailly-Flibeaucourt,25
80693,80,Sailly-Laurette,9
80694,80,Sailly-le-Sec,
80695,80,Sailly-Saillisel,14
80696,80,Sains-en-Amiénois,12
80697,80,Saint-Acheul,0
80698,80,Saint-Aubin-Montenoy,6
80699,80,Saint-Aubin-Rivière,
80700,80,Saint-Blimont,14
80701,80,Saint-Christ-Briost,8
80702,80,Saint-Fuscien,19
80703,80,Saint-Germain-sur-Bresle,
80704,80,Saint-Gratien,
80705,80,Saint-Léger-lès-Authie,
80706,80,Saint-Léger-lès-Domart,72
80707,80,Saint-Léger-sur-Bresle,
80708,80,Saint-Mard,
80709,80,Saint-Maulvis,
80710,80,Saint-Maxent,6
80711,80,Saint-Ouen,88
80713,80,Saint-Quentin-en-Tourmont,8
80714,80,Saint-Quentin-la-Motte-Croix-au-Bailly,28
80716,80,Saint-Riquier,24
80717,80,Saint-Sauflieu,18
80718,80,Saint-Sauveur,36
80719,80,Sainte-Segrée,
80721,80,Saint-Valery-sur-Somme,50
80722,80,Saint-Vaast-en-Chaussée,13
80723,80,Saisseval,
80724,80,Saleux,58
80725,80,Salouël,62
80726,80,Sancourt,
80728,80,Saulchoy-sous-Poix,
80729,80,Sauvillers-Mongival,
80730,80,Saveuse,
80732,80,Senarpont,22
80733,80,Senlis-le-Sec,7
80734,80,Sentelie,
80735,80,Seux,
80736,80,Sorel-en-Vimeu,
80737,80,Sorel,
80738,80,Soues,
80740,80,Sourdon,
80741,80,Soyécourt,
80742,80,Surcamps,0
80743,80,Suzanne,
80744,80,Tailly,
80746,80,Talmas,25
80747,80,Templeux-la-Fosse,7
80748,80,Templeux-le-Guérard,7
80749,80,Terramesnil,6
80750,80,Tertry,
80751,80,Thennes,7
80752,80,Thézy-Glimont,5
80753,80,Thiepval,
80754,80,Thieulloy-l'Abbaye,5
80755,80,Thieulloy-la-Ville,
80756,80,Thièvres,
80757,80,Thoix,
80758,80,Thory,
80759,80,Tilloloy,
80760,80,Tilloy-Floriville,5
80761,80,Tilloy-lès-Conty,
80762,80,Tincourt-Boucly,8
80763,80,Le Titre,10
80764,80,Tœufles,
80765,80,Tours-en-Vimeu,11
80766,80,Toutencourt,6
80767,80,Le Translay,
80769,80,Treux,
80770,80,Tully,15
80771,80,Ugny-l'Équipée,
80773,80,Vadencourt,
80774,80,Vaire-sous-Corbie,6
80775,80,Valines,19
80776,80,Varennes,
80777,80,Vauchelles-lès-Authie,
80778,80,Vauchelles-lès-Domart,
80779,80,Vauchelles-les-Quesnoy,17
80780,80,Vaudricourt,11
80781,80,Vauvillers,
80782,80,Vaux-en-Amiénois,7
80783,80,Vaux-Marquenneville,
80784,80,Vaux-sur-Somme,
80785,80,Vecquemont,
80786,80,Velennes,
80787,80,Vercourt,
80788,80,Vergies,6
80789,80,Vermandovillers,
80790,80,Verpillières,6
80791,80,Vers-sur-Selles,6
80792,80,La Vicogne,
80793,80,Vignacourt,49
80794,80,Villecourt,
80795,80,Ville-le-Marclet,8
80796,80,Villeroy,
80797,80,Villers-aux-Érables,
80798,80,Villers-Bocage,20
80799,80,Villers-Bretonneux,70
80800,80,Villers-Campsart,
80801,80,Villers-Carbonnel,11
80802,80,Villers-Faucon,20
80803,80,Villers-lès-Roye,
80804,80,Villers-sous-Ailly,
80805,80,Villers-Tournelle,
80806,80,Villers-sur-Authie,7
80807,80,Ville-sur-Ancre,
80808,80,Vironchaux,8
80809,80,Vismes,7
80810,80,Vitz-sur-Authie,
80811,80,Voyennes,13
80812,80,Vraignes-en-Vermandois,
80813,80,Vraignes-lès-Hornoy,
80814,80,Vrély,7
80815,80,Vron,22
80819,80,Wargnies,
80820,80,Warloy-Baillon,14
80821,80,Warlus,10
80822,80,Warsy,
80823,80,Warvillers,
80824,80,Wiencourt-l'Équipée,
80825,80,Wiry-au-Mont,
80826,80,Woignarue,15
80827,80,Woincourt,56
80828,80,Woirel,0
80829,80,Y,
80830,80,Yaucourt-Bussus,
80832,80,Yvrench,5
80833,80,Yvrencheux,
80834,80,Yzengremer,9
80835,80,Yzeux,
80836,80,Yonval,
